example_id                                                             | status  | run_time              |
./spec/system/products_spec.rb[1:7:1]                                  | passed  | 2.47 seconds          |
./spec/system/products_spec.rb[1:8]                                    | passed  | 1.22 seconds          |
./spec/system/products_spec.rb[1:9]                                    | passed  | 1.43 seconds          |
./spec/system/products_spec.rb[1:10]                                   | passed  | 1.39 seconds          |
./spec/system/products_spec.rb[1:11]                                   | passed  | 1.39 seconds          |
./spec/system/products_spec.rb[1:12]                                   | passed  | 1.3 seconds           |
./spec/system/promotion_code_invalidation_spec.rb[1:1]                 | passed  | 31.04 seconds         |
./spec/system/quantity_promotions_spec.rb[1:1]                         | passed  | 27.09 seconds         |
./spec/system/quantity_promotions_spec.rb[1:2]                         | passed  | 16.4 seconds          |
./spec/system/quantity_promotions_spec.rb[1:3:1]                       | passed  | 37.04 seconds         |
./spec/system/search_spec.rb[1:1]                                      | passed  | 10.48 seconds         |
./spec/system/search_spec.rb[1:2]                                      | passed  | 13.12 seconds         |
./spec/system/search_spec.rb[1:3]                                      | passed  | 10.48 seconds         |
./spec/system/search_spec.rb[1:4]                                      | passed  | 17.24 seconds         |
./spec/system/search_spec.rb[1:5]                                      | passed  | 10.29 seconds         |
./spec/system/search_spec.rb[1:6]                                      | passed  | 14.02 seconds         |
./spec/system/search_spec.rb[1:7]                                      | passed  | 11.36 seconds         |
./spec/system/search_spec.rb[1:8]                                      | passed  | 16.58 seconds         |
./spec/system/taxons_spec.rb[1:1]                                      | passed  | 0.35454 seconds       |
./spec/system/taxons_spec.rb[1:2]                                      | passed  | 0.33582 seconds       |
./spec/system/taxons_spec.rb[1:3:1]                                    | passed  | 0.34089 seconds       |
./spec/system/taxons_spec.rb[1:3:2]                                    | passed  | 0.28132 seconds       |
./spec/system/taxons_spec.rb[1:3:3]                                    | passed  | 0.41799 seconds       |
./spec/system/taxons_spec.rb[1:3:4]                                    | passed  | 0.42178 seconds       |
./spec/system/taxons_spec.rb[1:3:5]                                    | passed  | 0.3576 seconds        |
./spec/system/taxons_spec.rb[1:4:1]                                    | passed  | 2.28 seconds          |
./spec/system/taxons_spec.rb[1:4:2]                                    | passed  | 1.93 seconds          |
./spec/system/taxons_spec.rb[1:5:1]                                    | passed  | 0.36672 seconds       |
./spec/system/taxons_spec.rb[1:5:2:1]                                  | passed  | 0.35307 seconds       |
./spec/system/taxons_spec.rb[1:6:1]                                    | passed  | 0.46637 seconds       |
./spec/system/template_rendering_spec.rb[1:1]                          | passed  | 0.17235 seconds       |
./spec/system/template_rendering_spec.rb[1:2]                          | passed  | 0.39001 seconds       |
./spec/system/template_rendering_spec.rb[1:3]                          | passed  | 0.44716 seconds       |
./spec/system/template_rendering_spec.rb[1:4]                          | failed  | 0.54075 seconds       |
./spec/system/template_rendering_spec.rb[1:5]                          | passed  | 0.70062 seconds       |
